X1.01;X1.02;X1.03;X1.04;X1.05;X2.01;X2.02;X2.03;X2.04;X3.01;X3.02;X3.03;X3.04;
2;3;2;3;2;2;2;2;5;2;2;2;5
2;3;2;3;2;2;2;2;5;2;2;2;5
4;4;4;4;4;4;4;4;4;4;4;4;4
5;5;5;5;5;3;3;3;5;5;3;5;5
4;4;4;4;4;5;5;5;4;4;5;4;4
4;4;4;4;4;4;4;4;3;4;4;4;3
4;5;4;5;4;4;5;5;4;4;4;4;4
5;5;5;5;5;5;5;5;4;5;5;5;4
3;2;3;2;3;4;4;4;4;3;4;3;4
4;4;4;4;4;4;4;4;2;4;4;4;2
3;5;3;5;5;5;5;5;5;5;5;3;5
5;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4
4;3;4;2;3;4;4;4;3;4;3;2;3
4;4;4;4;4;3;3;3;3;4;4;4;4
3;3;3;3;3;3;3;3;3;3;3;3;3
4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;3;4;4;3;3
3;3;3;3;3;3;3;3;3;4;3;3;3
4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;3;4;4;3;3;3;3;3;4;3
3;3;3;3;3;3;3;3;3;3;3;3;3
4;3;4;3;3;3;3;3;3;4;4;3;3
3;4;4;3;3;3;2;3;2;3;3;3;2
3;3;3;3;3;3;4;3;4;4;3;4;3
4;3;3;4;4;4;2;3;3;2;2;2;2
3;3;3;3;3;3;3;3;3;3;3;3;3
4;4;4;4;4;3;4;4;4;4;4;4;4
2;3;3;3;2;3;3;2;3;3;3;3;3
3;4;4;3;4;4;3;3;3;4;4;4;3
3;3;2;3;1;3;3;1;3;3;3;3;3
4;4;3;3;3;4;3;3;2;4;3;3;3
3;3;3;3;3;4;3;3;3;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4
3;3;3;3;3;4;3;3;3;4;3;3;3
3;3;3;3;3;3;1;3;3;3;3;1;3
3;3;3;3;3;3;4;3;3;3;4;3;3
3;4;3;3;3;4;3;3;3;3;3;3;3
4;4;4;4;3;3;3;3;3;4;4;4;4
3;3;3;3;3;3;3;3;3;4;3;3;3
4;4;3;4;4;3;3;3;2;4;3;4;4
4;4;4;4;4;4;3;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;4;4;4;4;4;4;4;4;4;4;4
4;4;3;3;4;3;3;3;4;3;4;4;3
3;3;2;3;3;3;3;3;3;3;3;3;3
3;3;3;4;3;3;3;3;3;3;3;3;4
4;4;3;3;3;3;3;3;3;3;2;3;3
3;3;4;4;4;3;3;4;3;3;3;4;3
4;4;4;4;4;4;4;4;4;4;4;4;4
3;3;3;3;3;3;3;3;3;3;3;3;3
3;3;3;4;3;2;2;3;2;4;3;3;4
4;4;4;4;4;4;4;4;4;4;4;4;4
3;3;3;3;4;3;3;3;3;3;3;3;3
3;3;3;3;3;4;3;3;3;3;3;3;3
4;4;4;3;3;3;3;3;3;4;3;3;3
3;3;3;3;3;3;3;3;3;3;3;3;3
3;4;4;3;4;3;3;3;3;3;3;3;4
4;4;4;4;4;4;4;3;3;4;4;4;4
